Index,Organization Id,Name,Website,Country,Description,Founded,Industry,Number of employees
12799,2AE91f0BcFCFF4D,Holmes LLC,http://www.rogers.info/,Costa Rica,Implemented attitude-oriented instruction set,1976,Supermarkets,5671
12800,57dCbDfeA2A31dC,Burke-Marsh,https://www.hanna.biz/,Slovakia (Slovak Republic),Self-enabling needs-based approach,1975,Legal Services,2996
12801,9CFd708BC99aF9D,Cole-Montgomery,http://www.bennett.com/,Mali,Persistent multi-state circuit,1983,Apparel / Fashion,8371
12802,603d58323AA7D7e,"Lewis, Harris and Kidd",http://www.medina.com/,Bahamas,Pre-emptive bandwidth-monitored monitoring,1976,Financial Services,8873
12803,822Ea8ce5990B59,Lambert LLC,https://hobbs.com/,Svalbard & Jan Mayen Islands,Diverse directional support,1972,Hospitality,8404
12804,c37Cc76db7eeeCd,Bradshaw-Cervantes,https://frederick.com/,Cocos (Keeling) Islands,Organic client-driven functionalities,2007,Events Services,3494
12805,b4DdBa732298E63,Reeves-Holt,http://greene.com/,Falkland Islands (Malvinas),Profit-focused non-volatile archive,1976,Medical Equipment,1666
12806,B4B25aCD0bBCA71,Conrad and Sons,http://www.pugh.com/,Finland,Multi-layered hybrid analyzer,1988,Law Practice / Law Firms,4990
12807,bfB4ADA4Bc79A2d,Shah Inc,https://www.hendrix.com/,Micronesia,Business-focused multi-tasking superstructure,1986,Internet,6394
12808,9AaE66888c1751D,Solis-Higgins,https://bailey.biz/,Samoa,Persevering 3rdgeneration productivity,2005,Plastics,1032
12809,e7B0Db7D3eb5929,Gallagher-Green,https://www.faulkner.biz/,Germany,Phased bottom-line website,1998,Individual / Family Services,4654
12810,1cf3D4D2B8c867c,"Santos, Hernandez and Leach",https://www.cisneros-ashley.info/,Moldova,Synergized hybrid info-mediaries,2011,Leisure / Travel,3823
12811,EDbCD6fE8683EFB,Hernandez-Stephenson,https://www.mejia.info/,Cape Verde,Versatile attitude-oriented focus group,1984,Nanotechnology,584
12812,bF4B72BC9DbCfa2,"Rodgers, Perkins and Bridges",http://www.freeman-shields.info/,French Southern Territories,Progressive incremental ability,1998,Insurance,9392
12813,F9dE83D42ad9A92,Underwood Ltd,http://pruitt.com/,Norway,De-engineered local firmware,1984,Staffing / Recruiting,1925
12814,46E4cfFac1F50fc,Gray Ltd,http://terrell.com/,Tanzania,User-friendly systematic solution,2004,Library,6911
12815,4e4FA9eaAf0aEE8,Weeks-Key,http://perez.net/,Peru,Programmable next generation access,1971,Think Tanks,6236
12816,28eDBd8B7AEdbFB,Black-Marshall,https://www.duffy.com/,Tonga,Networked 5thgeneration application,2015,Government Relations,1870
12817,0BBCA7088bf8B35,Lewis Group,http://zimmerman.com/,Kyrgyz Republic,Implemented needs-based budgetary management,1979,Luxury Goods / Jewelry,8302
12818,eCF9aA432C13b48,"Maynard, Baldwin and Cameron",https://dalton.info/,Namibia,Re-contextualized directional paradigm,2013,Market Research,3836
12819,AbD09B494F7815c,Lester-Duran,http://www.nelson.com/,Sweden,Multi-lateral interactive encoding,1996,Think Tanks,2170
12820,289b3f2595BB2Be,Avila-Stanley,http://www.goodwin.org/,Tajikistan,Managed regional implementation,2004,Political Organization,2270
12821,be40A9cfFa8AF7b,Contreras and Sons,https://www.stephens-soto.org/,Syrian Arab Republic,Focused fresh-thinking secured line,2006,Restaurants,1470
12822,E4Fb63a1c9A1A9D,"Haynes, Mcintosh and Rosario",http://www.sanchez.com/,Guinea,Object-based analyzing throughput,1973,Alternative Dispute Resolution,1763
12823,5d6cCf3A900BBEA,Jarvis-Warren,http://www.richards.com/,British Virgin Islands,Centralized zero tolerance secured line,1990,Restaurants,1003
12824,E97A57C68b26AFB,"Brennan, Reeves and Barnes",http://www.werner.com/,Gabon,Seamless eco-centric Graphic Interface,2001,Food Production,8101
12825,cC23DeB4973Fb67,Maddox-Briggs,https://parker.org/,Iraq,Inverse multimedia throughput,1983,Entertainment / Movie Production,9326
12826,B0e5DC0F261c8ff,"Francis, Grant and Phelps",http://www.carey.org/,Netherlands Antilles,Multi-channeled national model,2018,Automotive,4457
12827,Fe79F1f0eB4374A,Houston and Sons,https://www.ritter.info/,Pakistan,Cloned heuristic moderator,2005,Cosmetics,9459
12828,491d47B3CdaEf4B,"Holland, Stokes and Wheeler",http://www.oconnell.com/,Samoa,Balanced demand-driven implementation,1985,Management Consulting,9935
12829,cf15bEBbB323e0D,Glenn and Sons,https://guzman.com/,American Samoa,Horizontal explicit instruction set,1993,Government Relations,5746
12830,cEbE9E7eAaAF24e,Davis-Eaton,https://www.morton.com/,Reunion,Triple-buffered optimizing frame,1981,Philanthropy,2957
12831,cbBbE392bE96EaE,Bradford-Levine,https://mays.org/,Panama,Virtual background workforce,1999,Insurance,4826
12832,751B23F37bde972,Estes PLC,https://mcbride-hensley.com/,Japan,Proactive regional solution,2014,Glass / Ceramics / Concrete,6984
12833,e2cc6a91bBBF3B0,"Cox, Crane and Sweeney",http://kaufman-ward.biz/,El Salvador,Down-sized tertiary groupware,1983,Dairy,9696
12834,1D44b955eAC3fbC,Clarke-Mullins,https://gregory-mcintosh.com/,Botswana,Multi-channeled solution-oriented Local Area Network,1977,Luxury Goods / Jewelry,3369
12835,8BcD4f0753bd2b5,Bennett Group,https://www.dudley.biz/,Kuwait,Ameliorated cohesive website,1979,Nanotechnology,1011
12836,ea3a82fD32841cE,Nielsen-Vasquez,https://cannon-larsen.com/,Svalbard & Jan Mayen Islands,Horizontal multi-tasking benchmark,1971,Legislative Office,3765
12837,c11D74F28Af319E,Harrington-Costa,http://murillo.com/,Papua New Guinea,Streamlined heuristic software,2002,Retail Industry,5570
12838,4706aeb5D23c906,Leon-Carr,http://wiley-carlson.com/,Anguilla,Customer-focused coherent groupware,1972,Online Publishing,3370
12839,61Cc292ADEe93a8,Lopez Ltd,https://arellano.com/,Marshall Islands,Re-contextualized grid-enabled help-desk,1971,Consumer Goods,4630
12840,19ab8e7Af4cd0ba,Krueger-Hanna,https://www.serrano.com/,Libyan Arab Jamahiriya,Profit-focused fault-tolerant moderator,1998,Writing / Editing,2283
12841,cD8aD6de8ba2aF1,Campbell-Baxter,https://www.mullen.info/,Syrian Arab Republic,Enterprise-wide incremental neural-net,1973,Legislative Office,9426
12842,6EceaDC0CBfaa5a,Lindsey PLC,http://friedman.com/,Macedonia,Innovative multi-tasking encryption,1996,Computer Software / Engineering,9479
12843,c0BBC00BA03CaD3,Chandler Inc,https://branch-leon.org/,Guatemala,Multi-channeled modular success,2012,Information Technology / IT,2677
12844,baAB11Ad592E10F,Costa and Sons,http://mendez.com/,Tunisia,Sharable dedicated definition,1996,Luxury Goods / Jewelry,1134
12845,C5Ccac19BfcBf0E,"Shields, Fleming and Preston",https://www.campbell-lara.org/,Cote d'Ivoire,Self-enabling actuating forecast,1990,Oil / Energy / Solar / Greentech,5999
12846,18cCb01FCDCA297,"Duran, Kelley and Fischer",http://www.hammond.com/,Slovenia,Expanded systematic superstructure,1986,Food Production,5428
12847,fb9dBC84bFeFB1d,Spencer PLC,https://sharp.com/,Macao,Multi-tiered methodical paradigm,2003,Law Practice / Law Firms,1081
12848,2Aa02621Dbf2C08,"Branch, Riddle and Werner",https://stanley.com/,Cameroon,Vision-oriented encompassing analyzer,1984,Restaurants,7448
12849,faCfedE44cFD1Ed,Mcmillan Inc,http://www.holden.net/,Vietnam,Triple-buffered eco-centric Local Area Network,2000,Electrical / Electronic Manufacturing,4588
12850,CB6e0aB26D53ee6,"Hinton, Baker and Phillips",http://www.abbott-madden.biz/,Guyana,Ergonomic fresh-thinking time-frame,1975,Medical Practice,1770
12851,cEe254EcCe3Bca2,Kelly-Young,http://clarke.com/,French Southern Territories,Phased system-worthy matrices,1975,Computer Games,4697
12852,2Dbc064A70E8fBC,Blankenship and Sons,https://coleman.com/,Turkmenistan,Up-sized asynchronous matrix,1970,Food / Beverages,8711
12853,6B5d303Fe75Ee6C,"Ellis, Hooper and Swanson",http://www.pope.biz/,Togo,Digitized client-server Graphic Interface,1971,Security / Investigations,5911
12854,baf5aeA3e5EDbB2,Ellis Ltd,https://www.lam-mooney.biz/,Somalia,Function-based grid-enabled structure,1999,Accounting,9199
12855,d752CA46cC2CFa8,Jackson-Santiago,http://rollins.com/,Spain,Monitored object-oriented extranet,1989,Semiconductors,615
12856,70D7DB5Ec07bFA7,Wood PLC,http://www.lewis.com/,San Marino,Configurable well-modulated installation,1972,Law Enforcement,9474
12857,f7Fad60c2791D1f,Ramsey and Sons,https://mcintosh-hensley.com/,Tanzania,Grass-roots bifurcated intranet,1977,Environmental Services,2126
12858,7FA23c264b31Cfd,Morrow-Spencer,https://www.arroyo-allison.com/,Western Sahara,Reverse-engineered dynamic application,2020,Consumer Services,8800
12859,73aE1De3FAaAf4B,Drake LLC,http://www.huerta-frazier.com/,United States Virgin Islands,Versatile dynamic knowledge user,2015,Package / Freight Delivery,5840
12860,0E2c1f4D872bDC8,"Harrison, Benson and Short",https://www.wade-merritt.com/,Malta,Right-sized modular product,1990,Sports,3560
12861,dFDB0D52FCCCD02,Ramsey-Zavala,https://www.ramsey.net/,Oman,Adaptive solution-oriented challenge,1993,Human Resources / HR,2006
12862,0999dFC1ef91E76,"Colon, Lynn and Walters",http://www.hill.com/,Denmark,Compatible radical installation,1972,Law Practice / Law Firms,5091
12863,93e15FAFBABE844,"Rivas, Khan and Watkins",https://martinez-mercer.net/,Uganda,Distributed bandwidth-monitored knowledgebase,1976,Health / Fitness,5353
12864,CE5D6A0E3edbC7D,Christian-Webb,https://singleton-kelly.com/,Central African Republic,Managed reciprocal leverage,1979,Events Services,326
12865,E42104838Fb8Ba2,Callahan PLC,https://herring.com/,Armenia,Cross-group even-keeled firmware,2022,Military Industry,3451
12866,1aD3B47472EBce0,Koch-Arias,https://beltran.com/,India,Cross-group non-volatile challenge,2012,Mechanical or Industrial Engineering,5019
12867,eF676bEE7cf3Dce,Prince PLC,https://ramos.com/,United Kingdom,Profound web-enabled structure,1983,Hospitality,3047
12868,b00104c9F67d4Dc,Williams LLC,https://www.vasquez-rubio.com/,Tajikistan,Compatible 4thgeneration neural-net,2016,Mining / Metals,8253
12869,bd8CBcF05e40C2C,"Lozano, Wade and Schroeder",http://newman.com/,Indonesia,Seamless 4thgeneration workforce,1979,Import / Export,2376
12870,Ea00DcCa21cEeDe,Walters-Macias,https://www.beck.com/,Peru,Integrated secondary migration,1984,Glass / Ceramics / Concrete,7481
12871,6CDa3CB3712B9eB,Boone Group,http://mullins.com/,Hong Kong,Inverse interactive groupware,2022,International Trade / Development,3798
12872,Daf1AEfaf9c0aEd,Beck-Hoffman,http://www.austin-atkinson.com/,Bangladesh,Customizable 5thgeneration structure,2011,Outsourcing / Offshoring,353
12873,A532Ead0AdE3ba3,Mays-Steele,https://conner-everett.com/,Botswana,Universal next generation architecture,1980,Professional Training,9963
12874,B9A22B431e82610,Chang-Young,https://www.miranda.net/,Oman,Object-based composite concept,1978,International Affairs,5200
12875,A6924D8A9Cb7928,"Lang, Wolf and Cain",http://www.mcfarland.org/,United States Virgin Islands,Advanced heuristic capacity,1996,Food Production,2369
12876,D3FEEAe115f92Fb,"Clements, Quinn and Riley",http://bridges.org/,Djibouti,Realigned 4thgeneration task-force,1993,Executive Office,9716
12877,B9fA998BE52CF44,"Atkins, Church and Rodriguez",http://www.mack.com/,Kazakhstan,Universal radical protocol,1988,Broadcast Media,1937
12878,C4c2e569DfeC3Db,Bradley-Grant,http://kent.com/,Namibia,Persevering bottom-line benchmark,1992,Wireless,6671
12879,bF736a219efCaaD,Reed-Burgess,http://grimes.com/,Argentina,Synchronized bandwidth-monitored process improvement,2011,Cosmetics,6693
12880,eCeB8fE0e74c628,"Hunt, Nelson and Fox",http://burch.biz/,Kenya,Synchronized transitional open architecture,2020,Fine Art,7450
12881,44Eb5Ed3Cb39c80,Wade Ltd,https://walls.info/,Gibraltar,Exclusive dedicated benchmark,2005,Telecommunications,9783
12882,EBF5A6785B75e61,Adkins-Byrd,http://rogers.com/,Mauritius,Adaptive static model,1976,Non - Profit / Volunteering,1213
12883,515c788Ce7bB3Ae,Allen-Roberts,http://www.melendez-liu.com/,Montenegro,Focused static firmware,1975,Other Industry,4505
12884,E7baACff73bDb6C,Delacruz LLC,https://morales.info/,South Africa,Cloned discrete contingency,1988,Construction,5385
12885,8a928E217B1DAb2,Orozco LLC,https://schneider-stephens.com/,Nicaragua,Stand-alone local paradigm,1972,Outsourcing / Offshoring,1841
12886,B6Fbd8110CbDe32,Neal-Nolan,https://english-kim.com/,Saint Barthelemy,Team-oriented zero tolerance frame,1987,Photography,3149
12887,be155bB641f4bA5,Hebert LLC,http://www.house.com/,Niger,Cloned national superstructure,2020,Fine Art,514
12888,7BCCf69F9c54F56,"Cooley, Lawrence and Reynolds",https://www.raymond-golden.com/,Central African Republic,Grass-roots high-level utilization,1983,Maritime,9284
12889,362Af51A6cf99EC,"Lopez, Lamb and Williamson",https://www.finley-weber.info/,Burundi,Triple-buffered high-level neural-net,2003,Civic / Social Organization,4860
12890,5847434FAe42cAC,"Harris, Davenport and Stanton",https://www.porter.com/,Isle of Man,Balanced zero administration installation,1984,Computer Networking,7998
12891,9dC5eACf73A3373,Hobbs-Blanchard,http://www.murray-webb.biz/,Mozambique,Optimized client-driven budgetary management,1972,Railroad Manufacture,3993
12892,253962C180fb4B0,Houston-Guzman,https://sheppard-mcdowell.org/,Afghanistan,User-centric system-worthy Internet solution,1987,Design,4429
12893,2E690c94De48da5,"Ayers, Gallegos and Bauer",http://www.bonilla.com/,Iran,Optional zero administration website,2016,Law Practice / Law Firms,3894
12894,dE49B03aA2E6880,Mcgrath Inc,http://chen-meyer.org/,Liechtenstein,Persistent interactive time-frame,1987,Mental Health Care,6287
12895,06Feb024dF9B596,Harvey-Rodgers,http://www.villegas.com/,Haiti,Synergized attitude-oriented project,2011,Religious Institutions,3577
12896,aF3D0B99C6FCE84,Mcintyre-Escobar,https://byrd.com/,Turkey,Object-based zero tolerance hardware,1994,Machinery,2344
12897,54D0EeeBC1ABfdE,Roth-Mercado,http://www.schultz.com/,Aruba,Secured zero tolerance secured line,1994,Individual / Family Services,5691
12898,7F0c2bDbBFBF9bd,"Sharp, Wiley and Kirby",http://www.morris-bruce.com/,Haiti,Progressive optimizing open system,1978,Chemicals,2566
12899,b8B0DAf74b1FcE1,Pierce Group,http://www.vaughn.com/,Comoros,Organic motivating benchmark,2006,Investment Banking / Venture,1650
12900,fDd1bAea491BC84,Mann-Donovan,http://mendoza.com/,Burundi,Adaptive value-added access,1984,Telecommunications,9084
12901,9f8bc7E0445AEdb,Spence-Gutierrez,https://price.com/,Portugal,Automated optimal help-desk,2013,Insurance,3129
12902,C4Ade42D4e559F9,Holt Inc,https://jordan.com/,Fiji,Devolved intermediate installation,2006,Accounting,9615
12903,cC4CaE08ACaC16f,"Collier, Hardin and Harris",https://gray-leach.org/,Bhutan,Managed foreground portal,1990,Fishery,5899
12904,a0470cf5dA69D31,Nicholson LLC,https://rowland-koch.org/,Thailand,Up-sized fresh-thinking encoding,2000,Primary / Secondary Education,7845
12905,C5ee584DcF4ed28,Marks PLC,http://byrd.info/,Angola,De-engineered actuating intranet,1989,Outsourcing / Offshoring,6896
12906,DdbC036fdbAFcdb,Diaz-Poole,https://buchanan-richardson.com/,Papua New Guinea,Cloned bifurcated firmware,1984,Printing,5204
12907,aDfA676e94E0360,Morgan LLC,https://krueger-mccarty.com/,Bhutan,Multi-channeled asynchronous orchestration,1973,Political Organization,9900
12908,Dcaa4AE3d6B87C4,Gill-Sutton,http://pruitt.com/,Sao Tome and Principe,Future-proofed human-resource methodology,2002,Arts / Crafts,9934
12909,599bF7C0C3eC82e,Waller-Rhodes,https://beltran.com/,Suriname,Grass-roots intermediate hierarchy,2012,Government Administration,2789
12910,7dE947FcCe0D050,Hoover Ltd,https://www.vang.org/,Cocos (Keeling) Islands,Future-proofed clear-thinking instruction set,1991,Staffing / Recruiting,8832
12911,2fBc8cCb08fDcbe,Wall-Day,http://www.bates-huff.net/,French Polynesia,Persistent directional time-frame,2017,Philanthropy,2361
12912,6aAe5ff15Ff23fa,"Robles, Hatfield and Schroeder",http://bullock.com/,Taiwan,Configurable cohesive policy,2013,Capital Markets / Hedge Fund / Private Equity,8704
12913,DeF75cCfDb327C7,Burke-Charles,https://www.humphrey.org/,Falkland Islands (Malvinas),Cross-platform coherent architecture,1985,Gambling / Casinos,2571
12914,117B3Bc21d42F4C,Franco Inc,http://www.eaton-reeves.com/,India,Reactive dynamic strategy,2005,Arts / Crafts,6084
12915,116ac8df3EFDA4c,Ramsey-Tate,http://cole-mullen.com/,Taiwan,Virtual eco-centric standardization,2013,Civic / Social Organization,3830
12916,F8e8dB664c4Bf44,"Padilla, Rivera and Duke",https://www.morton.net/,Greenland,Face-to-face bandwidth-monitored moderator,1989,Law Enforcement,1570
12917,0D6bFC939423b38,"Fischer, Carey and Stevens",http://www.woods.com/,Poland,Diverse logistical protocol,2021,Newspapers / Journalism,4085
12918,7DfEAe2c9e4F4Ca,"Hensley, Holloway and Webb",https://www.leblanc-stark.com/,Moldova,Open-architected local process improvement,1984,Events Services,6965
12919,B39BFedeBFA523E,Lang-Roach,https://hardin.biz/,Antigua and Barbuda,Face-to-face composite task-force,1988,Business Supplies / Equipment,921
12920,Bc699AeC9e30dCf,"Blake, Rollins and Gordon",http://www.jensen.info/,Wallis and Futuna,Robust bifurcated function,2007,Staffing / Recruiting,5951
12921,7CDC0DEbc7D006c,Gould-Gonzalez,http://ellis.org/,Dominica,Enterprise-wide content-based attitude,1979,Facilities Services,1893
12922,AA4BB25092abC1B,Lee LLC,https://www.gonzalez.net/,Mozambique,Cloned 5thgeneration support,2003,Information Services,3173
12923,1DE5db85eC6aCDe,Wilcox-Lara,http://www.duran.info/,Honduras,Down-sized mission-critical adapter,2022,Legislative Office,6985
12924,1fEF2462d59bd0D,"Garrett, Byrd and Savage",http://www.chen-navarro.com/,Hong Kong,Enterprise-wide well-modulated customer loyalty,1990,Cosmetics,7610
12925,E811fe6f396bda7,Barajas-Cochran,https://christian.com/,Saint Helena,Front-line object-oriented groupware,2009,Media Production,9674
12926,E991d4d82d552b2,"Vazquez, Huang and Chang",https://www.ingram-carpenter.info/,Iraq,Decentralized solution-oriented instruction set,1989,Public Safety,5577
12927,BaAd16b7951E8Ff,Jordan LLC,http://gonzales.com/,Burkina Faso,Object-based system-worthy workforce,1992,Food / Beverages,4953
12928,7582ac92eA1e418,"Dickson, Lawson and Potts",http://www.chung.info/,Burkina Faso,Enterprise-wide encompassing encryption,1977,Security / Investigations,7953
12929,Aa44AF44CAEdc9c,Lang and Sons,https://www.parks-gallegos.com/,Slovakia (Slovak Republic),Balanced neutral database,1975,Professional Training,9007
12930,9fE18A11ce96827,Harrell LLC,http://www.fox-sparks.biz/,Niger,Versatile hybrid concept,1974,Construction,3932
12931,6a82e31BBF5cE50,"Pitts, Brown and Carson",https://stokes.com/,Iceland,Multi-lateral zero-defect product,2010,Information Services,2078
12932,33ABA1bA0ebBC7d,Yoder LLC,https://shields-church.com/,Korea,Balanced content-based adapter,1986,Online Publishing,3533
12933,73BB655Eec6Ae33,Arnold PLC,https://haley-curtis.com/,Burundi,Progressive stable model,2002,Primary / Secondary Education,4067
12934,72E35c8afBfC335,Koch-Marquez,http://boone.biz/,Lesotho,Proactive web-enabled installation,1974,Architecture / Planning,8456
12935,E449D933Cccc8E0,Clay-Shaffer,https://www.flowers.org/,Saint Martin,Monitored holistic moratorium,2018,Graphic Design / Web Design,7224
12936,0F68ad0f5B09d21,"Hawkins, Leonard and Schultz",http://ball-rice.com/,Armenia,Fundamental bifurcated circuit,2009,Alternative Dispute Resolution,5071
12937,1dAfbBBf24e2C66,Manning-Schneider,https://www.torres.info/,Timor-Leste,Triple-buffered systemic framework,1987,E - Learning,9876
12938,5D68061bDDCe9Fc,Gallegos-English,https://www.snow.com/,Turks and Caicos Islands,Enterprise-wide asymmetric monitoring,2001,Farming,1174
12939,3f9A348f1FF8dd5,Olsen PLC,http://www.sawyer-fry.com/,Argentina,Intuitive multi-tasking hierarchy,1992,Music,3732
12940,ad3cabe0c0DA77F,Mejia and Sons,http://www.archer.org/,Bolivia,Object-based foreground framework,2012,Banking / Mortgage,1180
12941,2A5d6Eabc3acdD3,"Love, Tate and Owen",https://yu.com/,Malawi,Re-engineered context-sensitive alliance,1990,Program Development,5663
12942,612035bEd8EaAF6,Knox-Frye,http://www.leon-howell.biz/,Venezuela,Re-engineered tangible time-frame,1994,Design,9777
12943,D4f325dE0f8CD37,Simmons Ltd,http://burch.net/,Guernsey,Triple-buffered zero-defect help-desk,1988,Transportation,9887
12944,c9e0AAdeb7287a9,Baird LLC,http://fisher.net/,Sierra Leone,Polarized maximized analyzer,1971,Information Services,785
12945,e5Ed97E89FDcAdB,Norris Inc,http://www.gutierrez.com/,Sierra Leone,Organized methodical capability,1977,Gambling / Casinos,5162
12946,64B2Cb1eC6eDf42,"Wilkinson, Case and Morton",https://patterson.net/,Tunisia,Organic scalable parallelism,2009,Mechanical or Industrial Engineering,7253
12947,d8eD1cB24Af771c,"Cobb, Ramirez and Sherman",http://www.english-kerr.org/,Cyprus,Integrated systematic budgetary management,2008,Supermarkets,606
12948,dbAF9615eCb0D7a,Wong Group,http://www.brooks.com/,Pitcairn Islands,Horizontal background superstructure,1982,Commercial Real Estate,7328
12949,13cbf6Fd043b724,Ross-Nichols,https://lane-boyd.com/,Turks and Caicos Islands,Organized mobile help-desk,1987,Security / Investigations,5785
12950,10Ac5eeD83aFBB5,Adams LLC,https://www.barnes.biz/,Guam,Progressive transitional website,1984,Gambling / Casinos,6757
12951,e08CEc8abeab4bE,Copeland-Burch,http://www.shaffer.com/,Gibraltar,Streamlined directional strategy,2006,Online Publishing,3701
12952,965Ca5F6B0902ED,Bryan Inc,http://howe-wang.com/,Peru,Diverse disintermediate software,1980,Oil / Energy / Solar / Greentech,7262
12953,eE4AA69f7f6bf9E,Harrell Group,http://www.murphy-kramer.net/,Egypt,User-centric multimedia forecast,1990,Retail Industry,955
12954,C3C56deDeeFF2fa,Coffey and Sons,https://www.weaver.com/,Solomon Islands,Right-sized non-volatile secured line,1989,International Affairs,308
12955,ec39cE62D58F6EF,Osborn-Scott,http://buckley.info/,Kuwait,Organic non-volatile complexity,1982,Supermarkets,9156
12956,9EbaA73fbB8abE2,Riddle PLC,https://www.fisher-melendez.com/,Antigua and Barbuda,Optional leadingedge approach,1983,Computer / Network Security,8770
12957,46e58BeDA8dc354,Houston and Sons,http://www.mcpherson.net/,Bouvet Island (Bouvetoya),Switchable object-oriented adapter,2015,Veterinary,4626
12958,DF0EC8AFD14Ca4a,"Cooley, Collier and Brandt",https://matthews-bradley.biz/,Dominica,Intuitive cohesive solution,1998,Computer Software / Engineering,1861
12959,Ea19dD8bfBb5B5d,Terry PLC,https://pena.com/,Pitcairn Islands,Function-based disintermediate software,1978,Market Research,1250
12960,D1cfAD6102123E0,"Donovan, Kidd and Lynch",http://www.mosley-lawrence.com/,Svalbard & Jan Mayen Islands,Realigned client-driven infrastructure,1994,International Trade / Development,7670
12961,DD80393e8EDF61a,Adkins Inc,https://www.campos.com/,Northern Mariana Islands,Front-line upward-trending monitoring,1988,Recreational Facilities / Services,9565
12962,e043bCe313e4Ba8,Chang PLC,http://www.copeland-glenn.com/,Wallis and Futuna,Quality-focused coherent groupware,1975,Health / Fitness,7300
12963,AAA4DbFaBF0fCF0,"Daugherty, Mayer and Marquez",https://www.rivers-daugherty.com/,Greece,Future-proofed explicit policy,1989,Education Management,7292
12964,dbc6DEa8Bf65b62,"Zamora, Conley and Neal",https://friedman.com/,Papua New Guinea,Phased tertiary strategy,1974,Construction,7186
12965,A1adF0520Fbf24f,"Everett, Mora and Hood",http://www.gibbs.com/,Bermuda,Sharable zero administration Internet solution,1992,Publishing Industry,4186
12966,fe1dcA4ADC1a28f,Torres-Gaines,http://bush.net/,Papua New Guinea,Polarized needs-based framework,2003,Design,4852
12967,BBA8BE8d6b30C87,"Bentley, Leon and Myers",https://www.cantrell-waller.org/,Israel,Down-sized web-enabled flexibility,1997,Insurance,4164
12968,C4a8CaCeeff58Cc,"Perkins, Moran and Warren",https://shepherd-eaton.net/,Lithuania,Universal asymmetric solution,1975,Professional Training,4489
12969,FdFBc5Bc26aA848,"Esparza, Mejia and Mcpherson",https://irwin-evans.net/,Gibraltar,Phased neutral structure,1971,Maritime,480
12970,5275cA679cCCced,Mcclure LLC,https://www.long-norton.com/,Cape Verde,Upgradable object-oriented task-force,1980,Information Technology / IT,7921
12971,fFd1bcb3eA695dA,Gibbs-Best,https://fletcher-solomon.net/,Italy,Stand-alone methodical software,1971,Glass / Ceramics / Concrete,7410
12972,e5C92df60fA1045,"Frost, Drake and Gardner",http://greer.com/,Sri Lanka,Upgradable full-range neural-net,1992,Veterinary,6401
12973,Fc0e0DCd24D26dd,Shepherd Inc,http://www.moore.com/,Mongolia,Persistent reciprocal projection,1998,Consumer Electronics,9725
12974,cefBAe26ABD6b64,"Martin, Pham and Fritz",http://melendez.com/,Saint Kitts and Nevis,Persevering explicit emulation,2013,Events Services,4603
12975,ce36a4Ef8a73fDd,Oconnor PLC,http://spears.com/,Switzerland,Focused national encryption,1993,Professional Training,6861
12976,4f0ABCC4fFa3E3d,Cardenas-Byrd,http://perry.org/,Israel,Balanced explicit neural-net,2016,Fine Art,4568
12977,511EC7Bf4f8eB83,"Lynn, Olson and Kim",https://levy.org/,Tonga,Sharable grid-enabled pricing structure,1980,Information Services,2958
12978,C24afA2FE1FfeA1,Velasquez LLC,http://www.mcbride.com/,Lebanon,Ergonomic actuating benchmark,2021,Apparel / Fashion,9902
12979,4E25f9e261c584B,Booker-Chandler,https://www.haas.com/,Tokelau,Cross-group full-range firmware,2011,Graphic Design / Web Design,2811
12980,0F0D0ea5B4B22Fd,"Jefferson, Hubbard and Terry",https://wilkerson-marsh.info/,Kyrgyz Republic,Face-to-face analyzing standardization,1987,Recreational Facilities / Services,4268
12981,AeBbEa9042bEf9D,Howe-Estrada,http://www.rollins.com/,Djibouti,Implemented intangible customer loyalty,2004,Plastics,5212
12982,7251B9F635fe322,"Mcgee, Juarez and Collier",http://mcmahon.info/,Montenegro,Automated didactic encryption,2001,Paper / Forest Products,9300
12983,93bcCBcbAA3FBf7,Rice and Sons,http://serrano.com/,Mexico,Front-line contextually-based success,2012,Computer Games,9901
12984,217e166b2E6c259,"Johnson, Sheppard and Burton",http://www.sherman-kaiser.com/,Nepal,Function-based zero-defect middleware,1982,Supermarkets,4566
12985,2EB736A11cE9EEA,Garrison-Zuniga,http://guerrero-hooper.com/,Bahamas,Multi-layered foreground neural-net,2013,Pharmaceuticals,7548
12986,cA64e7695abc62B,"Kelley, Wolfe and Perez",http://www.murray.net/,Lesotho,Multi-tiered encompassing product,1987,Food Production,4748
12987,a1A4Aff8dA9f420,Cain PLC,http://peck-weeks.org/,Comoros,Operative dynamic project,1970,Maritime,5368
12988,eEf08F2Ff61cfCD,Chandler-Snyder,http://www.townsend.org/,Yemen,Digitized national framework,2004,Biotechnology / Greentech,1554
12989,1BB76070815c2BB,Bender-Hardy,https://www.madden.net/,Fiji,Cross-platform zero administration neural-net,1987,International Trade / Development,7459
12990,d8D67fb5285ee95,Dalton Inc,http://fuller.com/,Costa Rica,Polarized responsive process improvement,1988,Construction,2761
12991,21fedBFc311A12c,"Shepherd, Chang and Mitchell",http://stark.com/,Zimbabwe,Synchronized static access,1998,Transportation,1739
12992,6Df2d8fAf9956DC,"Mcconnell, Moreno and Calderon",http://www.fisher-morris.com/,Belarus,Synchronized maximized parallelism,2020,Marketing / Advertising / Sales,566
